pk,id,name,parent_id
1527,773,Буры садовые ручные,2177
1528,2097,Измельчители пней ручные,2177
1529,2178,"Инструменты для обработки почвы, общее",2177
1530,2348,Катки садовые,2177
1531,2373,Кирки,2177
1532,3676,Мотоблоки и культиваторы,2177
1533,3784,Наборы садовых инструментов,2177
1534,4824,"Плуги, культиваторы ручные",2177
1535,5939,Сеялки ручные,2177
1536,7604,Черенки для инструмента,2177
1537,2180,"Инструменты для обрезки, общее",2179
1538,2678,Комплектующие и запчасти для инструмента,2179
1539,3087,Кусторезы,2179
1540,4720,Пилы для обрезки ветвей,2179
1541,5765,Садовые измельчители веток,2179
1542,840,Вальцовки,3536
1543,2021,Зуборезный станочный инструмент,3536
1544,3537,"Металлорежущий инструмент, общее",3536
1545,6617,Твердосплавные инструменты,3536
1546,1122,"Все для полива, общее",4095
1547,1627,"Дождеватели, оросители, капельницы для полива",4095
1548,2351,"Катушки, тележки для шлангов",4095
1549,3180,Лейки для растений,4095
1550,3999,Оборудование автоматического полива,4095
1551,4000,Оборудование внесения удобрений для систем орошения,4095
1552,4217,Оборудование и машины для сельскохозяйственной ирригации,4095
1553,4731,Пистолеты и насадки для полива,4095
1554,4993,Поливочные шланги,4095
1555,5362,Пульверизаторы для комнатных растений,4095
1556,5770,Садовые опрыскиватели,4095
1557,7396,Фитинги и краны для поливочных систем,4095
1558,7712,"Шланги, ленты и трубки для капельного полива",4095
1559,299,Алмазные канаты,4450
1560,732,"Бруски, сегменты шлифовальные",4450
1561,1636,Долбяки,4450
1562,1979,Зенкеры,4450
1563,2014,"Зубила, долото для перфоратора",4450
1564,2288,Карандаши алмазные,4450
1565,2395,Клеевые стержни,4450
1566,2865,"Коронки сверлильные, пилы кольцевые",4450
1567,3002,"Круги отрезные, зачистные, шлифовальные, пильные",4450
1568,3178,Лезвия для ножей,4450
1569,3346,"Масла, смазки для инструмента",4450
1570,3543,Метчики,4450
1571,3857,Насадки для строительного миксера,4450
1572,3957,"Ножи, лески для триммеров и кусторезов",4450
1573,4451,"Оснастка для инструмента, общее",4450
1574,4452,Оснастка для многофункциональных шлифмашин,4450
1575,4453,Оснастка для плиткорезов,4450
1576,4466,Отверточные биты,4450
1577,4604,Паста алмазная,4450
1578,4715,Пилки для лобзиков,4450
1579,4784,"Плашки, клуппы ручные",4450
1580,5003,"Полировальные круги, насадки",4450
1581,5025,Полотна ножовочные,4450
1582,5851,"Сверла, буры",4450
1583,6404,Строгальные ножи,4450
1584,7453,Фрезы,4450
1585,7574,Цепи для пил,4450
1586,7600,"Чашки, шарошки шлифовальные",4450
1587,7707,"Шкурки, ленты шлифовальные",4450
1588,7722,"Шнеки для буров, снегоуборщиков",4450
1589,7783,"Щетки технические, корщетки",4450
1590,1081,Воздушные компрессоры бытовые,4854
1591,4834,Пневматические заклепочники,4854
1592,4841,Пневматические пилы,4854
1593,4842,Пневматические пистолеты,4854
1594,4855,"Пневматический инструмент, общее",4854
1595,519,Аэрографы,4842
1596,4840,Пневматические пескоструйные пистолеты,4842
1597,4843,Пневматические пистолеты для нанесения монтажной пены,4842
1598,4847,"Пневматические пистолеты, общее",4842
1599,4849,Пневматические распылительные пистолеты,4842
1600,1828,Заклепочники ручные,5725
1601,2162,Инструмент для заделки кабеля,5725
1602,2163,Инструмент для монтажа кабельных стяжек,5725
1603,2172,Инструменты губцевые,5725
1604,2185,Инструменты обжимные ручные,5725
1605,2404,Клейма и щипцы для клеймения,5725
1606,2426,Ключи,5725
1607,3236,Лобзики ручные,5725
1608,3724,Мультитулы,5725
1609,3838,Напильники и надфили,5725
1610,3956,"Ножи строительные, ножницы",5725
1611,3960,"Ножницы секторные, тросорезы",5725
1612,4727,Пинцеты монтажные,5725
1613,5114,Прессы ручные,5725
1614,5163,Присоски монтажные,5725
1615,5178,"Пробойники, зубила, бородки",5725
1616,5701,Рубанки ручные,5725
1617,5726,"Ручной инструмент, общее",5725
1618,6270,"Стамески, резцы ручные",5725
1619,6413,"Строительные карандаши, маркеры",5725
1620,6458,Струбцины и зажимы,5725
1621,6474,Стусло,5725
1622,6565,Съемники ручные,5725
1623,6756,Тиски,5725
1624,6843,Топоры,5725
1625,6877,Торцеватели для труб,5725
1626,6941,Трубные расширители ручные,5725
1627,6943,Трубогибы механические ручные,5725
1628,6946,"Труборезы ручные, ножницы для труб",5725
1629,7578,Цикли,5725
1630,7673,Шило,5725
1631,7724,Шнуры разметочные,5725
1632,688,"Бокорезы, кусачки",2172
1633,692,Болторезы,2172
1634,2173,"Инструменты губцевые, общее",2172
1635,2410,Клещи зажимные,2172
1636,2411,"Клещи кузнечные, монтажные, столярные",2172
1637,2412,Клещи трубные,2172
1638,7784,Щипцы,2172
1639,2429,Ключи для патрона,2426
1640,2436,Ключи серповидные,2426
1641,2438,Ключи трубные,2426
1642,2440,"Ключи, общее",2426
1643,3775,Наборы ключей,2426
1644,6561,Съемники изоляции,6565
1645,6566,"Съемники ручные, общее",6565
1646,6568,Съемники тормозных колодок,6565
1647,1019,Вилы ручные,5776
1648,1074,"Воздуходувки, пылесосы садовые",5776
1649,1342,Грабли ручные,5776
1650,2366,Керосиновые и газовые лампы,5776
1651,3698,"Мотыги, тяпки, сапки",5776
1652,4900,Подвязка растений,5776
1653,5056,"Посадочные совки, вилки",5776
1654,5767,Садовые компостеры,5776
1655,5769,"Садовые ножницы, секаторы, ножи",5776
1656,5777,"Садовый инвентарь и освещение, общее",5776
1657,5925,"Серпы, косы",5776
1658,5937,Сетки садовые,5776
1659,6701,Термометры садовые,5776
1660,7401,Фитоосвещение,5776
1661,3175,Ледорубы уличные,6065
1662,6066,"Снегоуборочный инвентарь, общее",6065
1663,6067,Снегоуборщики,6065
1664,6184,"Средства безопасности труда, общее",6183
1665,6228,Средства защиты глаз,6183
1666,6229,Средства защиты органов дыхания,6183
1667,6230,Средства защиты органов слуха,6183
1668,1575,Детское творчество и рисование,2274
1669,2277,"Канцтовары, общее",2274
1670,7705,Школьные принадлежности,2274
1671,2,3D ручки,1575
1672,187,"Акварельные краски, гуашь",1575
1673,202,Акриловые краски художественные,1575
1674,1576,"Детское творчество и рисование, общее",1575
1675,2319,Картины по номерам,1575
1676,2383,Кисточки художественные,1575
1677,3354,Масляные краски художественные,1575
1678,3501,Мел канцелярский,1575
1679,3627,Мольберты,1575
1680,4766,Пластилин и масса для лепки,1575
1681,5494,Резинки для плетения,1575
1682,6044,Скретч-наборы,1575
1683,6773,Товары для детского творчества,1575
1684,1650,Домашние планетарии,7705
1685,1823,"Закладки для книг, наклейки",7705
1686,3781,Наборы первоклассника,7705
1687,3969,Нотные тетради,7705
1688,3985,"Обложки для книг, тетрадей",7705
1689,4631,Пеналы школьные,7705
1690,4926,Подставки для книг,7705
1691,5751,Рюкзаки и портфели школьные,7705
1692,6519,Сумки и рюкзаки детские,7705
1693,6727,Тетради и дневники,7705
1694,7581,"Циркули, готовальни",7705
1695,7704,Школьные папки,7705
1696,7706,"Школьные принадлежности, общее",7705
1697,566,Барометры бытовые,2828
1698,956,Весовое оборудование,2828
1699,1399,Датчики,2828
1700,2104,Измерители физических параметров,2828
1701,2109,"Измерительные приборы, общее",2828
1702,2111,Измерительный и калибровочный инструмент,2828
1703,2683,Комплектующие измерительных приборов,2828
1704,3120,"Лабораторное, испытательное оборудование",2828
1705,3604,"Модули, платы ввода/вывода",2828
1706,4393,Оптические приборы и системы,2828
1707,5122,Приборы для измерения давления,2828
1708,5131,Приборы измерения времени,2828
1709,5133,"Приборы измерения, регулирования температуры",2828
1710,5136,Приборы линейно-угловых измерений,2828
1711,5139,Приборы неразрушающего контроля,2828
1712,5179,Пробоотборники,2828
1713,5389,Радиоизмерительные приборы,2828
1714,5460,"Расходомеры, счетчики",2828
1715,7687,Шкафы для КИПиА,2828
1716,7824,Электроизмерительные приборы,2828
1717,961,Весы детские,956
1718,964,"Весы медицинские, ростомеры",956
1719,969,Весы чекопечатающие,956
1720,971,"Весы, общее",956
1721,2271,Кантеры,956
1722,2578,Комплектующие для весов,956
1723,3093,Кухонные весы,956
1724,3845,Напольные весы бытовые,956
1725,5954,"Силомеры, динамометры",956
1726,957,Весовые индикаторы,2578
1727,958,Весоизмерительные датчики,2578
1728,1301,Гири эталонные,2578
1729,2579,"Комплектующие для весов, общее",2578
1730,203,Акселерометры,1399
1731,322,Анемометры,1399
1732,1248,Гигростаты,1399
1733,1400,Датчики бесконтактные,1399
1734,1401,Датчики влажности и температуры,1399
1735,1403,Датчики движения,1399
1736,1404,Датчики качества воздуха,1399
1737,1406,Датчики температуры,1399
1738,1407,"Датчики, общее",1399
1739,7096,Уровнемеры и сигнализаторы уровня,1399
1740,179,Адгезиметры,2104
1741,993,Виброметры,2104
1742,1030,Вискозиметры и пикнометры,2104
1743,1716,Дуктилометры,2104
1744,2102,Измерители силы натяжения,2104
1745,2105,"Измерители физических параметров, общее",2104
1746,3540,Метеорологическое и гидрологическое оборудование,2104
1747,3542,Метроштоки,2104
1748,4820,Плотномеры,2104
1749,7044,Ультразвуковые дефектоскоп-томографы,2104
1750,7570,Центровщики,2104
1751,2112,"Измерительный инструмент, общее",2111
1752,2243,Калибры,2111
1753,2832,Концевые меры длины,2111
1754,2836,Координатно-измерительные машины,2111
1755,315,Анализаторы,3120
1756,963,Весы лабораторные,3120
1757,2212,Испытательное оборудование,3120
1758,3115,Лабораторная посуда,3120
1759,3121,"Лабораторное, испытательное оборудование, общее",3120
1760,3122,Лабораторные бани,3120
1761,3123,Лабораторные плиты,3120
1762,3124,"Лабораторные штативы, зажимы",3120
1763,3559,Микроскопы,3120
1764,4699,Печи лабораторные,3120
1765,6309,Стеклянные трубы,3120
1766,6712,Термостаты лабораторные,3120
1767,7550,Хроматографическое оборудование,3120
1768,7567,Центрифуги лабораторные,3120
1769,317,Анализаторы почвы,315
1770,319,Анализаторы углерода и серы,315
1771,320,"Анализаторы, общее",315
1772,361,Аппараты для разгонки нефтепродуктов,315
1773,474,Ареометры,315
1774,592,Белизномеры,315
1775,1040,Влагомеры,315
1776,2792,Кондуктометры,315
1777,2833,"Концентратомеры, дозиметры",315
1778,3734,Мутномеры,315
1779,4286,ОВП-метры,315
1780,6749,Течеискатели,315
1781,638,"Бинокли, монокли, телескопы",4393
1782,2616,Комплектующие для оптических приборов,4393
1783,3218,Линзы,4393
1784,3632,Монохроматоры,4393
1785,4394,"Оптические приборы и элементы, общее",4393
1786,4396,Оптические фильтры,4393
1787,5140,Приборы ночного видения,4393
1788,5666,Рефлектометры,4393
1789,5669,Рефрактометры,4393
1790,6116,Спектрометры,4393
1791,6742,"Технические эндоскопы, видеоскопы",4393
1792,7010,Увеличительные стекла,4393
1793,2657,Комплектующие для устройств измерения давления,5122
1794,3317,Манометры,5122
1795,3630,Мониторы давления,5122
1796,5123,"Приборы для измерения давления, общее",5122
1797,5132,"Приборы измерения времени, общее",5131
1798,5885,Секундомеры,5131
1799,6590,Таймеры,5131
1800,1247,"Гигрометры, психрометры",5133
1801,1647,Домашние метеостанции и аксессуары,5133
1802,2556,Комнатные и оконные термометры,5133
1803,5134,"Приборы измерения, регулирования температуры, общее",5133
1804,6597,Тактические тепловизоры,5133
1805,6700,Термометры медицинские,5133
1806,6702,"Термометры, пирометры, тепловизоры",5133
1807,6710,Терморегуляторы промышленные,5133
1808,1154,Высотомеры,5136
1809,3558,Микрометры,5136
1810,5137,"Приборы линейно-угловых измерений, общее",5136
1811,370,Аппараты рентгеноскопического контроля,5139
1812,2103,Измерители теплопроводности и теплового потока,5139
1813,2628,Комплектующие для приборов неразрушающего контроля,5139
1814,3286,Магнитометры,5139
1815,4058,"Оборудование для неразрушающего контроля, общее",5139
1816,4399,Оптоволоконные высокоточные измерители и системы,5139
1817,5119,Приборы визуально-оптического контроля,5139
1818,5120,Приборы вихретокового контроля,5139
1819,5138,Приборы магнитного контроля,5139
1820,6616,Твердомеры,5139
1821,6822,Толщиномеры,5139
1822,7045,Ультразвуковые дефектоскопы,5139
1823,318,"Анализаторы спектра, шума",5389
1824,1215,Генераторы импульсов,5389
1825,1218,Генераторы сигналов,5389
1826,1508,Детекторы скрытой проводки,5389
1827,2099,Измерители амплитудно-частотных характеристик,5389
1828,2100,Измерители иммитанса,5389
1829,2101,Измерители КСВН,5389
1830,2108,Измерительные линии,5389
1831,2110,Измерительные устройства коаксиальных и волноводных трактов,5389
1832,3527,"Металлоискатели, металлодетекторы",5389
1833,4459,Осциллографы,5389
1834,5390,"Радиоизмерительные приборы, общее",5389
1835,1405,Датчики расхода,5460
1836,5458,Расходомеры жидкостей,5460
1837,5459,"Расходомеры, общее",5460
1838,6555,Счетчики импульсов,5460
1839,6557,Счетчики электроэнергии,5460
1840,6612,"Тахометры, спидометры",5460
1841,311,Амперметры,7824
1842,494,Аттенюаторы и приборы для измерения ослаблений,7824
1843,857,Ваттметры,7824
1844,1093,Вольтметры,7824
1845,3277,"Магазины сопротивления, индуктивности и емкостей",7824
1846,3589,Многофункциональные калибраторы,7824
1847,3722,Мультиметры,7824
1848,4369,Омметры,7824
1849,5071,Потенциометры,7824
1850,5135,Приборы контроля качества электроэнергии,7824
1851,5471,Регистраторы электронные,7824
1852,6723,Тестеры для аккумуляторов,7824
1853,6818,Токовые клещи,7824
1854,7028,Указатели и индикаторы напряжения,7824
1855,7319,Фазометры,7824
1856,7583,Циферблатные индикаторы,7824
1857,7594,Частотомеры,7824
1858,7773,Шунты,7824
1859,7825,"Электроизмерительные приборы, общее",7824
1860,1115,Все для маникюра и педикюра,2950
1861,1127,Все для эпиляции и депиляции,2950
1862,1245,Гигиенические изделия и средства,2950
1863,1435,Декоративная косметика,2950
1864,1512,Детская косметика,2950
1865,2879,Косметика по уходу,2950
1866,2951,"Красота и здоровье, общее",2950
1867,3703,Мужская косметика и аксессуары для бритья,2950
1868,4211,"Оборудование и материалы для маникюра, педикюра",2950
1869,4581,Парфюмерия,2950
1870,6766,Товары для беременных и кормящих,2950
1871,6777,Товары для здоровья,2950
1872,6789,Товары для похудения,2950
1873,1116,"Все для маникюра и педикюра, общее",1115
1874,3820,Накладные ногти,1115
1875,4456,"Основы, закрепители и сушки для лака?",1115
1876,4630,"Пемзы, терки и наборы для педикюра",1115
1877,6290,Стартовые наборы для маникюра,1115
1878,1128,"Все для эпиляции и депиляции, общее",1127
1879,3765,Наборы для депиляции,1127
1880,6194,Средства для депиляции,1127
1881,351,Антисептические средства для кожи,1245
1882,852,Ватно-гигиеническая продукция,1245
1883,1246,"Гигиенические изделия, общее",1245
1884,6190,Средства для гигиены полости рта,1245
1885,6196,Средства для душа и ванны,1245
1886,6226,Средства женской гигиены,1245
1887,853,"Ватно-гигиеническая продукция, общее",852
1888,855,Ватные палочки,852
1889,1244,Гигиенические вкладыши для подмышек,852
1890,1743,Жевательные резинки,6190
1891,2015,Зубной порошок,6190
1892,2016,Зубные нити и ершики,6190
1893,2017,Зубные пасты,6190
1894,2022,Зубочистки,6190
1895,4377,Ополаскиватели для полости рта,6190
1896,4443,Освежители дыхания,6190
1897,6191,"Средства для гигиены полости рта, общее",6190
1898,6204,Средства для отбеливания зубов,6190
1899,6220,Средства для ухода за зубными протезами,6190
1900,1785,Жидкое мыло,6196
1901,6197,"Средства для душа и ванны, общее",6196
1902,6200,Средства для интимной гигиены,6196
1903,6966,Туалетное мыло,6196
1904,3513,Менструальные чаши,6226
1905,5248,Прокладки и тампоны женские,6226
1906,6227,"Средства женской гигиены, общее",6226
1907,229,Аксессуары для макияжа,1435
1908,1436,"Декоративная косметика, общее",1435
1909,3295,Макияж бровей,1435
1910,3297,Макияж глаз,1435
1911,3299,Макияж губ,1435
1912,3300,Макияж лица,1435
1913,3761,Наборы декоративной косметики,1435
1914,854,Ватные диски,229
1915,1982,Зеркала косметические,229
1916,2882,"Косметические аксессуары, общее",229
1917,2884,Косметические кисти и аппликаторы,229
1918,2886,Косметические пинцеты,229
1919,2888,Косметические спонжи и губки,229
1920,2891,Косметические точилки,229
1921,5121,Приборы для завивки ресниц,229
1922,6917,Трафареты для бровей,229
1923,2291,"Карандаши, тени, туши для бровей",3295
1924,3296,"Макияж бровей, общее",3295
1925,4353,Окрашивание бровей и ресниц,3295
1926,2289,Карандаши для глаз,3297
1927,2399,Клей для накладных ресниц,3297
1928,3211,Лечебный уход за бровями и ресницами,3297
1929,3298,"Макияж глаз, общее",3297
1930,3821,Накладные ресницы,3297
1931,4454,Основа под макияж,3297
1932,4898,Подводка для век,3297
1933,6651,Тени для век,3297
1934,6994,Тушь для ресниц,3297
1935,659,Блеск для губ,3299
1936,2290,Карандаши для губ,3299
1937,5031,Помада,3299
1938,6245,Средства по уходу за кожей губ,3299
1939,2872,Корректирующие и маскирующие средства для лица,3300
1940,3301,"Макияж лица, общее",3300
1941,5360,Пудра косметическая,3300
1942,5721,Румяна,3300
1943,6825,Тональный крем,3300
1944,2018,Зубные щетки,1512
1945,6260,"Средства ухода за ребенком, общее",1512
1946,2880,"Косметика по уходу, общее",2879
1947,2883,Косметические и эфирные масла,2879
1948,2892,"Косметические, эфирные, массажные масла, общее",2883
1949,1157,Вытяжки маникюрные,4211
1950,1213,Гель-лаки,4211
1951,1734,Емкости для маникюра/педикюра,4211
1952,2382,Кисточки для наращивания ногтей и дизайна,4211
1953,3113,"Кюретки, лопатки для маникюра и педикюра",4211
1954,3133,Лак для ногтей,4211
1955,3313,Маникюрно-педикюрные наборы,4211
1956,3314,"Маникюрно-педикюрные ножницы, кусачки, книпсеры",4211
1957,3381,Материалы для дизайна ногтей,4211
1958,3389,Материалы для наращивания ногтей,4211
1959,4175,Оборудование для сушки ногтей,4211
1960,4212,"Оборудование и материалы для маникюра, педикюра, общее",4211
1961,4718,"Пилочки, бафы для маникюра",4211
1962,6210,Средства для снятия лака,4211
1963,6252,Средства по уходу за ногтями и кутикулой,4211
1964,6754,Типсорезы,4211
1965,7777,Щетки для маникюра/педикюра,4211
1966,3829,Наливная парфюмерия,4581
1967,4584,Парфюмерия для детей,4581
1968,4585,Парфюмерия женская,4581
1969,4587,Парфюмерия с феромонами,4581
1970,4588,Парфюмерия унисекс,4581
1971,4589,"Парфюмерия, общее",4581
1972,4590,Парфюмерные масла,4581
1973,4591,Парфюмерные наборы,4581
1974,2889,Косметические средства для беременных,6766
1975,3760,Наборы в роддом для мамы,6766
1976,6767,"Товары для беременных, общее",6766
1977,4343,Оздоровительные товары с турмалином и шунгитом,6777
1978,6778,"Товары для здоровья, общее",6777
1979,279,Аксессуары с турмалином и шунгитом,4343
1980,4323,Одежда и нижнее белье с турмалином,4343
1981,4436,Ортопедические товары с турмалином и шунгитом,4343
1982,1002,"Видео, аудио и литература для похудения",6789
1983,2890,Косметические средства для похудения,6789
1984,6790,"Товары для похудения, общее",6789
1985,275,Аксессуары и фурнитура для окон и дверей,3393
1986,784,Бытовая вентиляция,3393
1987,792,Бытовое водоснабжение,3393
1988,1233,Герметики и монтажная пена,3393
1989,1432,Декор для стен,3393
1990,3395,"Материалы для ремонта, общее",3393
1991,3397,Материалы для устройства потолков,3393
1992,3847,Напольные покрытия,3393
1993,3995,Обои,3393
1994,4349,Окна и двери,3393
1995,4485,Отопление и теплый пол,3393
1996,4807,Плитка отделочная,3393
1997,5800,Сантехника,3393
1998,7805,Электрика,3393
1999,276,"Аксессуары и фурнитура для окон и дверей, общее",275
2000,1413,Дверной погонаж,275
2001,1415,Дверные глазки,275
2002,1416,Дверные звонки,275
2003,1417,Дверные и оконные петли,275
2004,1418,Дверные и оконные ручки,275
2005,1419,Дверные накладки,275
2006,1420,Дверные ограничители,275
2007,1625,Доводчики дверей,275
2008,2615,Комплектующие для окон и дверей ПВХ,275
2009,3547,Механизмы и автоматика для окон и дверей,275
2010,4351,Оконные блоки и рамы,275
2011,4476,Откосы,275
2012,4918,Подоконники и отливы,275
2013,5675,Решетки на окна и двери,275
2014,6266,"Ставни, рольставни для окон и дверей",275
2015,7091,"Уплотнители для окон, дверей",275
2016,7473,Фурнитура и аксессуары для роллет и жалюзи,275
2017,7742,Шпингалеты и засовы,275
2018,7753,Штапики,275
2019,785,"Бытовая вентиляция, общее",784
2020,932,Вентиляторы потолочные,784
2021,1078,Воздухораспределители,784
2022,5181,Проветриватели,784
2023,5993,Системы контроля микроклимата,784
2024,793,"Бытовое водоснабжение, общее",792
2025,800,Бытовые магистральные фильтры,792
2026,801,"Бытовые насосы для водоснабжения, водоотведения",792
2027,803,Бытовые проточные фильтры,792
2028,807,Бытовые фильтры комплексной очистки воды,792
2029,808,Бытовые фильтры обратного осмоса,792
2030,1060,"Водонагреватели, бойлеры, колонки",792
2031,1061,"Водонагреватели, общее",792
2032,1267,Гидроаккумуляторы,792
2033,2581,Комплектующие для водонагревателей,792
2034,2585,Комплектующие для гидроаккумуляторов,792
2035,2684,Комплектующие к бытовым фильтрам,792
2036,4018,"Оборудование для водоснабжения, общее",792
2037,7279,Устройства магнитной обработки воды,792
2038,802,"Бытовые насосы для водоснабжения, общее",801
2039,1902,Запчасти и аксессуары для насосов,801
2040,1234,"Герметики и монтажная пена, общее",1233
2041,1442,"Декоративные материалы и элементы, общее",1432
2042,1443,Декоративные панели,1432
2043,1447,Декоративные фрески,1432
2044,1448,Декоративные штукатурки,1432
2045,1468,Деревянные элементы для декорирования,1432
2046,2613,Комплектующие для настенных покрытий,1432
2047,5175,Пробковые покрытия для стен,1432
2048,6303,Стеклоблоки,1432
2049,6529,Сусальное золото и поталь,1432
2050,2627,Комплектующие для потолков,3397
2051,3905,Натяжные потолки,3397
2052,5072,Потолки подвесные грильято,3397
2053,5073,Потолки подвесные кассетные,3397
2054,5074,Потолки подвесные реечные,3397
2055,5075,"Потолки, общее",3397
2056,5076,Потолочная плитка,3397
2057,5077,Потолочные панели,3397
2058,1022,Виниловое и ПВХ покрытие для пола,3847
2059,1386,Грязезащитное покрытие для пола,3847
2060,2481,Ковролин и ковровая плитка,3847
2061,3142,Ламинат,3847
2062,3224,Линолеум,3847
2063,3396,Материалы для устройства полимерных полов,3847
2064,3398,Материалы для устройства фальшполов,3847
2065,4908,Подложки и настилы для пола,3847
2066,4982,"Покрытие для пола, общее",3847
2067,5038,Пороги для пола,3847
2068,5176,Пробковые полы,3847
2069,5496,Резиновое напольное покрытие,3847
2070,5815,"Сборные стяжки, основания для устройства полов",3847
2071,6722,Террасное покрытие,3847
2072,1783,Жидкие обои и добавки к ним,3995
2073,2402,Клей обойный,3995
2074,3996,"Обои, общее",3995
2075,5718,Рулонные обои,3995
2076,7442,Фотообои,3995
2077,475,Арки межкомнатные,4349
2078,539,Балконные блоки,4349
2079,1139,Входные группы,4349
2080,1409,Двери входные,4349
2081,1410,Двери для саун и бань,4349
2082,1412,Двери межкомнатные,4349
2083,4348,Окна,4349
2084,4350,"Окна и двери, общее",4349
2085,253,Аксессуары для системы отопления,4485
2086,2911,Котлы отопления,4485
2087,6680,Теплый пол,4485
2088,2912,"Котлы отопления, общее",2911
2089,6681,"Теплый пол, общее",6680
2090,2624,Комплектующие для плиточных работ,4807
2091,3608,Мозаика облицовочная,4807
2092,4802,Плинтусы для плитки,4807
2093,4805,Плитка для пола и стен,4807
2094,4806,Плитка для ступеней,4807
2095,4809,"Плитка, общее",4807
2096,228,Аксессуары для кухонных моек,5800
2097,618,Биде,5800
2098,843,Ванны,5800
2099,930,Вентиляторы вытяжные,5800
2100,1719,Душевые кабины,5800
2101,1721,Душевые наборы и системы,5800
2102,1722,Душевые поддоны,5800
2103,1723,Душевые штанги,5800
2104,1880,Запчасти для смесителей,5800
2105,2094,Изливы,5800
2106,2158,Инсталляционные системы,5800
2107,2710,"Комплектующие, запчасти и расходные материалы для сантехники",5800
2108,2939,"Краны, смесители",5800
2109,3099,Кухонные мойки,5800
2110,3179,Лейки для душа,5800
2111,3860,Насадки и переходники для сантехнического оборудования,5800
2112,4292,"Ограждения и перегородки для ванной, душа, туалета",5800
2113,4729,Писсуары,5800
2114,5023,Полотенцесушители,5800
2115,5801,"Сантехника, общее",5800
2116,6011,"Сифоны, трапы сантехнические",5800
2117,6939,Тросы сантехнические,5800
2118,7049,Умывальники и пьедесталы,5800
2119,7053,"Унитазы, бачки",5800
2120,7711,Шланги для душа,5800
2121,7806,"Электрика, общее",7805
2122,1663,Домашняя медицинская техника,3470
2123,2829,Контрольные материалы и калибраторы,3470
2124,3356,Массажеры,3470
2125,3479,Медицинские импланты,3470
2126,3483,Медицинские принадлежности и расходный материал,3470
2127,3488,"Медицинские товары, общее",3470
2128,3492,Медицинский инвентарь и  инструменты,3470
2129,3494,Медицинское оборудование,3470
2130,4384,Оптика для зрения,3470
2131,4435,Ортопедические товары,3470
2132,5102,Препараты,3470
2133,6375,Стоматологические материалы,3470
2134,6682,Терапевтические средства,3470
2135,6781,Товары для людей с ограниченными возможностями,3470
2136,7329,Фармацевтическая продукция,3470
2137,7350,Ферменты,3470
2138,295,Алкометры,1663
2139,1309,Глюкометры,1663
2140,1651,Домашние приборы антипаразитарной терапии,1663
2141,1652,Домашние приборы для ароматерапии,1663
2142,1653,Домашние приборы для дарсонвализации,1663
2143,1654,Домашние приборы для детоксикации,1663
2144,1655,Домашние приборы магнитной терапии,1663
2145,1656,Домашние приборы фототерапии,1663
2146,1657,Домашние приборы цветоимпульсной терапии,1663
2147,1661,Домашние ультразвуковые медицинские приборы,1663
2148,1664,"Домашняя медтехника, общее",1663
2149,1729,Дыхательные тренажеры,1663
2150,2142,Ингаляторы домашние,1663
2151,2357,Кварцевые лампы и облучатели домашние,1663
2152,2692,Комплектующие к тонометрам,1663
2153,3153,Ланцеты,1663
2154,3290,Майнд машины,1663
2155,4449,Осеребрители воды,1663
2156,5117,Приборы антихрап,1663
2157,5118,Приборы биорезонансной терапии домашние,1663
2158,5130,Приборы защиты функционального состояния организма,1663
2159,5364,Пульсометры,1663
2160,5444,Расходные материалы для домашней медтехники,1663
2161,6051,Слуховые аппараты,1663
2162,6084,Солевые грелки,1663
2163,6096,Соляные светильники,1663
2164,6337,Стетоскопы,1663
2165,6726,Тест-полоски к глюкометрам,1663
2166,7635,Шагомеры,1663
2167,7807,Электрические грелки,1663
2168,7809,"Электрические простыни, электроодеяла",1663
2169,380,Аппликаторы,3356
2170,991,Вибромассажеры ленточные для тела,3356
2171,2896,Космодиски,3356
2172,3357,Массажеры для глаз и головы,3356
2173,3358,Массажеры для ног,3356
2174,3359,Массажеры для шеи и плеч,3356
2175,3360,Массажеры и тренажеры для лица,3356
2176,3361,"Массажеры, общее",3356
2177,3362,"Массажеры-ежики, массажеры «антистресс»",3356
2178,3366,Массажные банки,3356
2179,3367,Массажные дорожки и коврики,3356
2180,3372,"Массажные накидки, маты, подушки",3356
2181,3373,Массажные пояса,3356
2182,3376,Массажные щетки,3356
2183,5126,Приборы для нормализации артериального давления,3356
2184,5727,Ручные массажеры для тела,3356
2185,5870,Свинг-машины,3356
2186,7870,Электростимуляторы для мышц,3356
2187,327,Антибактериальные коврики,3483
2188,382,Аптечки,3483
2189,1296,Гинекологические принадлежности,3483
2190,2023,"Иглы, шприцы",3483
2191,2819,Контейнеры для таблеток,3483
2192,2822,Контрацептивы,3483
2193,3477,Медицинские дезинфицирующие средства,3483
2194,3481,Медицинские маски и повязки,3483
2195,3484,"Медицинские принадлежности, общее",3483
2196,3485,Медицинские расходные материалы,3483
2197,3487,Медицинские резиновые изделия,3483
2198,4676,Перчатки медицинские,3483
2199,5316,Простыни медицинские,3483
2200,7726,Шовный материал,3483
2201,7796,Экспресс-тесты,3483
2202,2823,"Контрацептивы, общее",2822
2203,5099,Презервативы,2822
2204,5320,Противозачаточные препараты,2822
2205,640,Бинты медицинские,3485
2206,850,Вата медицинская,3485
2207,3333,Марля медицинская,3485
2208,3486,"Медицинские расходные материалы, общее",3485
2209,4540,Пакеты для стерилизации,3485
