pk,id,name,parent_id
3388,6039,Скотч канцелярский,5450
3389,6042,Скрепки/кнопки канцелярские,5450
3390,6323,Степлеры канцелярские,5450
3391,7564,Ценники,5450
3392,139,Автомобильные сейфы,5883
3393,987,Взломостойкие и огнестойкие сейфы,5883
3394,1134,Встраиваемые сейфы и тайники,5883
3395,1336,Гостиничные и мебельные сейфы,5883
3396,1459,Депозитные сейфы и ячейки,5883
3397,2453,Книги-сейфы и кэшбоксы,5883
3398,4439,Оружейные сейфы и шкафы,5883
3399,5884,"Сейфы, спецшкафы, боксы и кейсы, общее",5883
3400,6970,Тубусы металлические,5883
3401,1631,Дозаторы для моющих средств,7006
3402,3700,Моющие и чистящие средства,7006
3403,3728,Мусорные ведра,7006
3404,4874,Поглотители влаги,7006
3405,5047,Портативные распылители,7006
3406,6202,Средства для мытья посуды,7006
3407,7007,"Уборка, общее",7006
3408,689,Боксерские груши и снаряды,6802
3409,690,Боксерские ринги,6802
3410,881,Велопарковки,6802
3411,883,Велорикши,6802
3412,1960,Защитные покрывала для спортивных покрытий,6802
3413,2126,Инвентарь для легкой атлетики,6802
3414,2969,"Крепления, стойки для груш",6802
3415,4026,Оборудование для горнолыжной инфраструктуры,6802
3416,4208,Оборудование и материалы для катков,6802
3417,4896,"Подвесы, стойки для велосипедов",6802
3418,5341,Профессиональные тренажеры,6802
3419,5935,Сетки для игровых площадок,6802
3420,5940,Сигвеи и гироскутеры,6802
3421,6145,Спортивные батуты и комплектующие,6802
3422,6152,Спортивные маты,6802
3423,6154,Спортивные покрытия,6802
3424,6347,Стойки для игровых площадок,6802
3425,6803,"Товары для спортивной инфраструктуры, общее",6802
3426,7530,Хоккейные корты,6802
3427,533,"Балансировочные, степ платформы",5341
3428,582,Беговые дорожки,5341
3429,913,Велотренажеры,5341
3430,995,Виброплатформы,5341
3431,1201,"Гантели, гири, штанги и диски",5341
3432,1352,Гребные тренажеры,5341
3433,1560,Детские тренажеры,5341
3434,2131,Инверсионные столы,5341
3435,2673,Комплектующие и аксессуары для тренажеров,5341
3436,5464,Реабилитационные тренажеры,5341
3437,5953,Силовые тренажеры,5341
3438,6326,Степперы,5341
3439,6345,"Стойки для гантелей, грифов и дисков",5341
3440,6350,"Стойки, скамьи для жима и приседаний",5341
3441,6922,"Тренажеры для пресса, гиперэкстензии",5341
3442,6923,Тренажеры имитаторы,5341
3443,7041,"Уличные тренажеры, комплексы",5341
3444,7883,Эллиптические тренажеры,5341
3445,1728,Дыроколы револьверные,7663
3446,2680,Комплектующие и материалы для обуви,7663
3447,3309,Манекены,7663
3448,4157,Оборудование для ремонта обуви,7663
3449,7659,Швейное оборудование,7663
3450,7661,Швейные аксессуары и фурнитура,7663
3451,7664,"Швейные материалы и оборудование, общее",7663
3452,2400,Клей для обуви и кожи,2680
3453,2490,Кожа и замша,2680
3454,2681,"Комплектующие и материалы для обуви, общее",2680
3455,3383,Материалы для изготовления и ремонта обуви,2680
3456,4237,Обувная фурнитура,2680
3457,1160,Вышивальные машины,7659
3458,1933,Зашивочное оборудование,7659
3459,2661,Комплектующие для швейного и вышивального оборудования,7659
3460,4279,Оверлоки,7659
3461,5111,Прессы для установки кнопок,7659
3462,5261,Промышленное гладильное оборудование,7659
3463,5311,Промышленные швейные машины,7659
3464,5418,Раскройное оборудование,7659
3465,6297,Стегальные машины,7659
3466,7660,"Швейное оборудование, общее",7659
3467,266,Аксессуары для штор,7661
3468,1433,Декор для шитья и рукоделия,7661
3469,1928,Застежки,7661
3470,3825,Наконечники и люверсы,7661
3471,3949,Нитки,7661
3472,5148,Прикладные материалы для шитья,7661
3473,5359,Пуговицы,7661
3474,6630,Текстильные аксессуары,7661
3475,6758,Ткани,7661
3476,7471,Фурнитура для сумок,7661
3477,7472,Фурнитура для тентов и пологов,7661
3478,7662,"Швейные аксессуары и фурнитура, общее",7661
3479,2195,Интерьерные ткани,6758
3480,4335,Одежные ткани,6758
3481,6124,Специальные ткани,6758
3482,6354,Сток тканей,6758
3483,6762,"Ткани, общее",6758
3484,954,Весенняя одежда и обувь,4332
3485,1189,Галантерея и аксессуары,4332
3486,1996,Зимняя одежда и аксессуары,4332
3487,2306,Карнавальные костюмы,4332
3488,4239,Обувь,4332
3489,4319,Одежда женская,4332
3490,4329,Одежда мужская,4332
3491,4333,"Одежда, обувь, аксессуары детские",4332
3492,4334,"Одежда, обувь, аксессуары, общее",4332
3493,6126,Спецодежда и обувь,4332
3494,6142,Спортивная одежда и обувь,4332
3495,703,"Ботильоны, ботинки женские",954
3496,705,Ботинки мужские,954
3497,2998,"Кроссовки, кеды повседневные",954
3498,3083,Куртки мужские,954
3499,3611,Мокасины и слипоны женские,954
3500,4553,Пальто мужские,954
3501,5703,Рубашки мужские,954
3502,6821,Толстовки и регланы мужские,954
3503,6992,Туфли женские,954
3504,6993,Туфли мужские,954
3505,128,Автомобильные перчатки,1189
3506,217,Аксессуары для волос,1189
3507,621,Бижутерия,1189
3508,865,Веера,1189
3509,1099,Воротники и манжеты,1189
3510,1190,"Галантерея и аксессуары, общее",1189
3511,1191,Галстуки и галстуки-бабочки,1189
3512,1315,Головные уборы,1189
3513,1628,Дождевики,1189
3514,2009,Зонты,1189
3515,2734,Комплекты шарф-шапка-перчатки,1189
3516,2929,Кошельки и портмоне,1189
3517,3338,Маски для сна,1189
3518,4945,Подтяжки для брюк,1189
3519,5564,Ремни и пояса,1189
3520,6092,Солнцезащитные очки,1189
3521,6352,Сток аксессуаров,1189
3522,6526,"Сумки, чемоданы, портфели",1189
3523,6570,Съемные рукава,1189
3524,7533,Холдеры для документов,1189
3525,7597,Часы наручные и карманные,1189
3526,7612,Чехлы для ключей,1189
3527,7649,"Шарфы, платки, шали",1189
3528,218,"Аксессуары для волос, общее",217
3529,255,Аксессуары для создания причесок,217
3530,925,Венки на голову,217
3531,1351,Гребешки для волос,217
3532,1592,Диадемы,217
3533,1830,Заколки и зажимы для волос,217
3534,3187,Ленты и повязки для волос,217
3535,3912,Невидимки и шпильки,217
3536,4236,Обручи для волос,217
3537,5495,Резинки и банты для волос,217
3538,623,"Бижутерия, общее",621
3539,713,Браслеты,621
3540,729,Броши,621
3541,1561,Детские украшения,621
3542,1849,Запонки и зажимы для галстука,621
3543,2518,Колье и ожерелья,621
3544,2519,Кольца и перстни,621
3545,2714,Комплекты бижутерии,621
3546,3035,Кулоны,621
3547,3283,Магнитные украшения,621
3548,5930,Серьги,621
3549,549,Банданы и баффы,1315
3550,590,Бейсболки и кепки,1315
3551,604,Береты,1315
3552,1319,"Головные уборы, общее",1315
3553,4873,Повязки и теплые наушники,1315
3554,7721,Шляпы,1315
3555,257,Аксессуары для сумок,6526
3556,478,Армейские спецсумки и рюкзаки,6526
3557,1333,Городские сумки,6526
3558,1687,Дорожные сумки и чемоданы,6526
3559,1767,Женские сумочки и клатчи,6526
3560,3708,Мужские сумки и барсетки,6526
3561,5050,Портфели деловые,6526
3562,5082,Поясные сумки,6526
3563,5749,Рюкзаки городские и спортивные,6526
3564,6156,Спортивные сумки,6526
3565,6511,Сумки для покупок,6526
3566,6518,"Сумки и портфели, общее",6526
3567,6520,Сумки и рюкзаки для ноутбуков,6526
3568,4773,"Платки, шали, палантины",7649
3569,7647,Шарфы,7649
3570,7650,"Шарфы, шали, общее",7649
3571,1714,Дубленки женские,1996
3572,1715,Дубленки мужские,1996
3573,1766,Женские зимние куртки,1996
3574,1993,Зимние комбинезоны для новорожденных,1996
3575,1997,"Зимняя одежда и аксессуары, общее",1996
3576,3552,Меховые жилеты женские,1996
3577,3707,Мужские куртки зимние,1996
3578,4674,Перчатки и варежки,1996
3579,4678,"Перчатки, варежки детские",1996
3580,5371,Пуховики женские,1996
3581,5372,Пуховики мужские,1996
3582,7639,Шапки,1996
3583,7768,Шубы женские,1996
3584,223,Аксессуары для карнавальных костюмов,2306
3585,681,Боа,2306
3586,2305,Карнавальные головные уборы,2306
3587,2308,Карнавальные костюмы женские,2306
3588,2309,Карнавальные костюмы мужские,2306
3589,2310,Карнавальные костюмы унисекс,2306
3590,2311,"Карнавальные костюмы, общее",2306
3591,2312,Карнавальные маски,2306
3592,237,Аксессуары для обуви,4239
3593,4256,Обувь для спорта и активного отдыха,4239
3594,4261,Обувь женская,4239
3595,4263,Обувь мужская,4239
3596,4266,"Обувь, общее",4239
3597,238,"Аксессуары для обуви, общее",237
3598,1427,Дезодоранты для обуви,237
3599,2955,Крема и пропитки для обуви,237
3600,3244,Ложки для обуви,237
3601,4238,Обувные щетки и губки,237
3602,6538,Сушилки для обуви бытовые электрические,237
3603,7723,Шнурки для обуви,237
3604,583,Беговые кроссовки,4256
3605,879,Велообувь,4256
3606,4242,Обувь для баскетбола,4256
3607,4243,Обувь для боевых искусств,4256
3608,4244,Обувь для боулинга,4256
3609,4245,Обувь для верховой езды,4256
3610,4246,Обувь для волейбола,4256
3611,4247,Обувь для гандбола,4256
3612,4248,Обувь для гольфа,4256
3613,4252,Обувь для пляжа и бассейна,4256
3614,4253,Обувь для скалолазания,4256
3615,4254,Обувь для сквоша и бадминтона,4256
3616,4255,Обувь для скейтборда,4256
3617,4257,Обувь для танцев и гимнастики,4256
3618,4258,Обувь для тенниса,4256
3619,4259,Обувь для тяжелой атлетики,4256
3620,4260,Обувь для фитнеса,4256
3621,4265,Обувь туристическая,4256
3622,5692,"Роликовые кроссовки, кеды",4256
3623,6140,"Спортивная обувь, общее",4256
3624,7483,Футбольная обувь,4256
3625,535,Балетки женские,4261
3626,702,Босоножки и сабо женские,4261
3627,1659,Домашние тапочки женские,4261
3628,1762,"Женская обувь, общее",4261
3629,4432,Ортопедическая обувь женская,4261
3630,5504,Резиновые сапоги женские,4261
3631,5795,"Сандалии, вьетнамки, сланцы женские",4261
3632,5807,"Сапоги, полусапожки женские",4261
3633,7054,"Унты, угги, сноубутсы",4261
3634,1660,Домашние тапочки мужские,4263
3635,3612,Мокасины мужские,4263
3636,4264,"Обувь мужская, общее",4263
3637,4433,Ортопедическая обувь мужская,4263
3638,5794,Сандалии и шлепанцы мужские,4263
3639,5806,Сапоги мужские,4263
3640,594,Белье и купальники женские,4319
3641,679,Блузки и туники женские,4319
3642,737,Брюки женские,4319
3643,951,Верхняя одежда женская,4319
3644,1579,Джинсы женские,4319
3645,1764,"Женская одежда, общее",4319
3646,1793,Жилеты и безрукавки женские,4319
3647,2539,Комбинезоны женские,4319
3648,2876,Корсажи и корсеты женские,4319
3649,2901,Костюмы женские,4319
3650,3165,Леггинсы и лосины,4319
3651,3856,Наряды и аксессуары для невесты,4319
3652,4308,Одежда для похудения,4319
3653,4311,Одежда для сна и дома женская,4319
3654,4322,Одежда и белье для беременных и кормящих,4319
3655,4570,Парная одежда,4319
3656,4708,Пиджаки и жакеты женские,4319
3657,4779,Платья женские,4319
3658,4827,Пляжная одежда и парео,4319
3659,5872,Свитеры и кардиганы женские,4319
3660,6820,Толстовки и регланы женские,4319
3661,7481,Футболки и майки женские,4319
3662,7732,Шорты и бриджи женские,4319
3663,7905,Этническая одежда и обувь женская,4319
3664,7912,Юбки женские,4319
3665,236,Аксессуары для нижнего белья,594
3666,811,Бюстгальтеры,594
3667,812,"Бюстье, боди, комбидрессы",594
3668,1769,"Женское белье и купальники, общее",594
3669,2500,Колготы и чулки женские,594
3670,2727,Комплекты нижнего белья женские,594
3671,2871,Корректирующее белье,594
3672,3038,Купальники женские,594
3673,3966,"Носки, гольфы, гетры женские",594
3674,4641,Пеньюары и ночные рубашки,594
3675,6961,Трусики женские,594
3676,7490,Халаты женские,594
3677,1761,"Женская верхняя одежда, общее",951
3678,1796,Жилеты стеганые женские,951
3679,3082,Куртки женские,951
3680,4552,Пальто женские,951
3681,4785,Плащи женские,951
3682,866,Веера для невесты,3856
3683,1765,Женская свадебная обувь,3856
3684,2012,Зонты свадебные,3856
3685,3855,"Наряды и аксессуары для невест, общее",3856
3686,5816,Свадебная фата,3856
3687,5821,Свадебные болеро и накидки,3856
3688,5824,Свадебные и вечерние головные уборы,3856
3689,5827,Свадебные платья,3856
3690,5828,Свадебные подвязки для невесты,3856
3691,5829,Свадебные подъюбники,3856
3692,5830,Свадебные пояса и перчатки,3856
3693,5834,Свадебные сумочки,3856
3694,1666,Домашняя одежда женская,4311
3695,4312,"Одежда для сна и дома женская, общее",4311
3696,4712,Пижамы женские,4311
3697,677,Блузки и туники для беременных и кормящих,4322
3698,743,"Брюки, джинсы и лосины для беременных",4322
3699,949,"Верхняя одежда для беременных, слингоодежда",4322
3700,2281,Капри и шорты для беременных,4322
3701,2499,Колготы для беременных,4322
3702,2538,Комбинезоны для беременных и кормящих,4322
3703,3816,Накидки для кормления,4322
3704,3945,Нижнее белье для беременных и кормящих,4322
3705,4294,"Одежда для беременных, общее",4322
3706,4310,Одежда для сна и дома для беременных и кормящих,4322
3707,4777,Платья для беременных и кормящих,4322
3708,5874,Свитеры и толстовки для беременных и кормящих,4322
3709,7478,Футболки и майки для беременных и кормящих,4322
3710,7911,Юбки для беременных,4322
3711,741,Брюки мужские,4329
3712,952,Верхняя одежда мужская,4329
3713,1580,Джинсы мужские,4329
3714,1794,Жилеты и безрукавки мужские,4329
3715,2903,Костюмы и смокинги мужские,4329
3716,3706,"Мужская одежда, общее",4329
3717,3710,Мужское белье и плавки купальные,4329
3718,4313,Одежда для сна и дома мужская,4329
3719,4709,Пиджаки мужские,4329
3720,5873,Свитеры и кардиганы мужские,4329
3721,7482,Футболки и майки мужские,4329
3722,7733,Шорты и бриджи мужские,4329
3723,7906,Этническая одежда и обувь мужская,4329
3724,1797,Жилеты стеганые мужские,952
3725,3702,"Мужская верхняя одежда, общее",952
3726,4786,Плащи мужские,952
3727,7769,Шубы мужские,952
3728,2725,Комплекты мужского белья,3710
3729,3041,Купальные плавки мужские,3710
3730,3965,Носки мужские,3710
3731,4956,Подштанники мужские,3710
3732,6962,Трусы мужские,3710
3733,7491,Халаты мужские,3710
3734,1667,Домашняя одежда мужская,4313
3735,4713,Пижамы мужские,4313
3736,205,Аксессуары детские,4333
3737,593,Белье и купальники детские,4333
3738,948,Верхняя одежда детская,4333
3739,1517,"Детская одежда, общее",4333
3740,2307,Карнавальные костюмы детские,4333
3741,4240,Обувь детская и подростковая,4333
3742,4296,Одежда для девочек,4333
3743,4302,Одежда для мальчиков,4333
3744,4304,Одежда для новорожденных,4333
3745,4309,Одежда для сна и дома детская,4333
3746,6141,Спортивная одежда детская,4333
3747,7703,Школьная форма,4333
3748,7904,Этническая одежда детская,4333
3749,206,"Аксессуары детские, общее",205
3750,1192,Галстуки и шейные аксессуары детские,205
3751,1316,Головные уборы детские,205
3752,1317,Головные уборы для новорожденных,205
3753,1629,Дождевики детские,205
3754,2011,Зонты детские,205
3755,2735,Комплекты шарф-шапка-перчатки детские,205
3756,2928,Кошельки детские,205
3757,5563,Ремни и подтяжки детские,205
3758,7648,"Шарфы, манишки детские",205
3759,1569,"Детское белье и купальники, общее",593
3760,2498,Колготы детские,593
3761,2717,Комплекты детского нижнего белья,593
3762,3040,Купальники и плавки детские,593
3763,6688,Термобелье детское,593
3764,6960,Трусики детские,593
3765,1456,Демисезонная детская и подростковая обувь,4240
3766,1658,Домашние тапочки детские и подростковые,4240
3767,1995,Зимняя детская и подростковая обувь,4240
3768,2997,"Кроссовки, кеды детские и подростковые",4240
3769,3207,Летняя детская и подростковая обувь,4240
3770,4241,"Обувь детская и подростковая, общее",4240
3771,4431,Ортопедическая детская и подростковая обувь,4240
3772,5503,Резиновые сапоги детские и подростковые,4240
3773,7702,Школьная обувь,4240
3774,678,Блузки и туники для девочек,4296
3775,683,Боди и песочники,4296
3776,738,Брюки и джинсы для девочек,4296
3777,1791,Жилеты для девочек,4296
3778,2898,Костюмы для девочек,4296
3779,2926,Кофты и свитеры для девочек,4296
3780,3167,Легкие комбинезоны для девочек,4296
3781,3254,Лосины детские,4296
3782,4297,"Одежда для девочек, общее",4296
3783,4707,Пиджаки и болеро для девочек,4296
3784,4780,Платья и сарафаны для девочек,4296
3785,7479,Футболки и майки для девочек,4296
3786,7730,Шорты и бриджи для девочек,4296
3787,7910,Юбки детские,4296
3788,739,Брюки и джинсы для мальчиков,4302
3789,1792,Жилеты для мальчиков,4302
3790,2899,Костюмы для мальчиков,4302
3791,2927,Кофты и свитеры для мальчиков,4302
3792,3168,Легкие комбинезоны для мальчиков,4302
3793,4303,"Одежда для мальчиков, общее",4302
3794,4706,Пиджаки для мальчиков,4302
3795,5702,Рубашки для мальчиков,4302
3796,7480,Футболки и майки для мальчиков,4302
3797,7731,Шорты и бриджи для мальчиков,4302
3798,2780,Конверты для новорожденных,4304
3799,2902,Костюмы и наборы для новорожденных,4304
3800,2925,Кофты для новорожденных,4304
3801,2973,Крестильная одежда для новорожденных,4304
3802,3081,Куртки для новорожденных,4304
3803,3946,Нижнее белье для новорожденных,4304
3804,3964,Носки и гольфы детские,4304
3805,4250,Обувь для новорожденных,4304
3806,4305,"Одежда для новорожденных, общее",4304
3807,4711,Пижамы для новорожденных,4304
3808,4778,Платья для новорожденных,4304
3809,4990,Ползунки и штаны для новорожденных,4304
3810,5419,Распашонки и рубашки для новорожденных,4304
3811,7477,Футболки для новорожденных,4304
3812,7489,Халаты для новорожденных,4304
3813,7558,Царапки для новорожденных,4304
3814,7603,Человечки для новорожденных,4304
3815,596,Бельевые майки и футболки детские,4309
3816,1665,Домашняя одежда детская,4309
3817,4710,Пижамы детские,4309
3818,7488,Халаты детские,4309
3819,6148,Спортивные костюмы детские,6141
3820,6150,Спортивные кофты и свитеры детские,6141
3821,6163,Спортивные футболки детские,6141
3822,6166,Спортивные шорты детские,6141
3823,6168,Спортивные штаны детские,6141
3824,1062,Водонепроницаемая одежда,6126
3825,1069,Военное обмундирование,6126
3826,3343,Маскировочная одежда,6126
3827,3474,Медицинская одежда,6126
3828,4300,Одежда для защиты от насекомых,6126
3829,6127,"Спецодежда и обувь, общее",6126
3830,1070,"Военное обмундирование, общее",1069
3831,3874,Нательное белье,1069
3832,5400,Разгрузочные жилеты,1069
3833,5565,Ремни офицерские,1069
3834,6594,Тактическая и форменная одежда,1069
3835,6646,Тельняшки,1069
3836,7424,Форменные головные уборы,1069
3837,6143,"Спортивная одежда, общее",6142
3838,6147,Спортивные костюмы,6142
3839,6149,Спортивные кофты и свитеры,6142
3840,6151,Спортивные куртки,6142
3841,6153,"Спортивные носки, гетры",6142
3842,6164,Спортивные футболки и майки,6142
3843,6165,Спортивные шорты,6142
3844,6167,Спортивные штаны,6142
3845,6687,Термобелье,6142
3846,2506,Коллекторы,4483
3847,2908,Котлы газовые,4483
3848,2909,Котлы жидкотопливные,4483
3849,2910,Котлы комбинированные,4483
3850,2913,Котлы твердотопливные,4483
3851,2914,Котлы электрические,4483
3852,3246,Локальные теплонакопители,4483
3853,4486,"Отопление, общее",4483
3854,4698,Печи и камины,4483
3855,5384,Радиаторы и обогреватели,4483
3856,5462,Расширительные баки,4483
3857,6705,Термопленки обогревательные,4483
3858,244,Аксессуары для печей и каминов,4698
3859,1726,Дымоходы и комплектующие,4698
3860,2257,Каминные порталы,4698
3861,2258,Камины,4698
3862,2623,Комплектующие для печей и каминов,4698
3863,4696,Печи,4698
3864,4700,"Печи, камины, топки, дымоходы, общее",4698
3865,4701,Печи-камины,4698
3866,6831,Топки каминные,4698
3867,1066,Водяные конвекторы,5384
3868,1179,Газовые конвекторы,5384
3869,1601,Дизайнерские радиаторы,5384
3870,1908,Запчасти и комплектующие для радиаторов,5384
3871,3992,Обогреватели инфракрасные и каталитические,5384
3872,3993,Обогреватели масляные бытовые,5384
3873,5382,Радиаторы алюминиевые (батареи),5384
3874,5383,Радиаторы биметаллические (батареи),5384
3875,5385,"Радиаторы и обогреватели, общее",5384
3876,5386,Радиаторы стальные (батареи),5384
3877,5387,Радиаторы чугунные (батареи),5384
3878,6657,Тепловентиляторы бытовые,5384
3879,7865,Электрорадиаторы,5384
3880,3045,Курительные аксессуары,4886
3881,4320,Одежда и аксессуары,4886
3882,4582,Парфюмерия в подарок,4886
3883,4887,"Подарки любимым, общее",4886
3884,5694,Романтическая обстановка,4886
3885,5696,Романтические подарки,4886
3886,6045,Сладости и напитки,4886
3887,6731,Техника для личного пользования,4886
3888,1763,Женская одежда и обувь,4320
3889,1768,Женское белье,4320
3890,3705,Мужская одежда,4320
3891,3709,Мужское белье,4320
3892,4321,"Одежда и аксессуары, общее",4320
3893,6513,Сумки и аксессуары,4320
3894,1770,"Женское белье, общее",1768
3895,3711,"Мужское белье, общее",3709
3896,6514,"Сумки и аксессуары, общее",6513
3897,4583,"Парфюмерия в подарок, общее",4582
3898,5695,"Романтическая обстановка, общее",5694
3899,5697,"Романтические подарки, общее",5696
3900,6046,"Сладости и напитки, общее",6045
3901,6732,"Техника для личного пользования, общее",6731
3902,746,Букеты,4888
3903,1039,Вкусные подарки,4888
3904,1112,Все для вейпинга,4888
3905,2042,Игры,4888
3906,2450,"Книги, журналы, печатная продукция",4888
3907,4428,Оригинальные подарки,4888
3908,4477,Открытки и подарочные конверты,4888
3909,4879,Подарки для дома,4888
3910,4882,Подарки и сувениры ручной работы,4888
3911,4884,"Подарки и сувениры, общее",4888
3912,4885,Подарки ко Дню защитника,4888
3913,4889,Подарочная упаковка,4888
3914,4893,Подарочные сертификаты,4888
3915,5087,Праздничные украшения и фейерверки,4888
3916,6598,"Талисманы, обереги, амулеты",4888
3917,7403,Флаги и гербы,4888
3918,7895,Эротические подарки,4888
3919,1781,Живые цветы и букеты,746
3920,2739,"Композиции из игрушек, одежды, памперсов",746
3921,5822,Свадебные букеты и бутоньерки,746
3922,198,Аккумуляторы для электронных парогенераторов,1112
3923,267,"Аксессуары для электронных парогенераторов, общее",1112
3924,492,Атомайзеры для электронных парогенераторов,1112
3925,1789,Жидкости для электронных парогенераторов без никотина,1112
3926,1790,Жидкости для электронных парогенераторов с никотином,1112
3927,1898,Запчасти для электронных парогенераторов,1112
3928,1927,Зарядные устройства для электронных парогенераторов,1112
3929,2325,Картриджи для электронных парогенераторов,1112
3930,2744,Компоненты для самозамеса,1112
3931,3607,Моды для электронных парогенераторов,1112
3932,5049,Портсигары для электронных парогенераторов,1112
3933,6607,Тара для самозамеса,1112
3934,7851,Электронные парогенераторы,1112
3935,235,Аксессуары для настольных игр,2042
3936,1397,Дартс,2042
3937,2043,"Игры, общее",2042
3938,2328,Карты игральные,2042
3939,4976,Покерные наборы,2042
3940,7653,"Шахматы, шашки, нарды",2042
3941,339,Антикварные книги и журналы,2450
3942,1803,"Журналы, газеты",2450
3943,2242,Календари и плакаты,2450
3944,2443,Книги,2450
3945,2451,"Книги, журналы, печатная продукция, общее",2450
3946,5156,Принадлежности для книг,2450
3947,624,Бизнес-книги,2443
3948,2444,Книги для вашего хобби,2443
3949,2446,Книги для изучения иностранных языков,2443
3950,2449,Книги по естественным и техническим наукам,2443
3951,2452,"Книги, общее",2443
3952,2766,Компьютерные книги,2443
3953,3230,Литература по общественным и гуманитарным наукам,2443
3954,3471,Медицинская литература,2443
3955,6735,Техническая литература,2443
3956,7316,Учебная и справочная литература,2443
3957,4920,Подсветки для книг,5156
3958,715,Брелоки,4879
3959,1444,Декоративные подушки,4879
3960,2514,Колокольчики,4879
3961,2837,Копилки,4879
3962,3245,Ложки сувенирные,4879
3963,3288,Магниты сувенирные и рекламные,4879
3964,3767,Наборы для слепков детских ручек и ножек,4879
3965,3850,Народные сувениры,4879
3966,6482,Сувенирное оружие и доспехи,4879
3967,6483,Сувенирные бутылки,4879
3968,6485,"Сувенирные значки, награды",4879
3969,6488,Сувениры из натуральных камней,4879
3970,6489,Сувениры морской тематики,4879
3971,6490,Сувениры фен-шуй,4879
3972,6888,Травянчики,4879
3973,7436,Фотоальбомы,4879
3974,7685,Шкатулки,4879
3975,157,Авторские игрушки ручной работы,4882
3976,3739,Мыло ручной работы,4882
3977,4883,"Подарки и сувениры ручной работы, общее",4882
3978,5869,Свечи ручной работы,4882
3979,1111,Всё для бритья,4885
3980,4324,Одежда и обувь,4885
3981,4586,Парфюмерия мужская,4885
3982,4880,Подарки для мальчиков,4885
3983,6487,Сувениры,4885
3984,6524,"Сумки, часы и аксессуары",4885
3985,6799,Товары для спорта,4885
3986,7519,Хобби и отдых,4885
3987,7844,"Электроника, техника и аксессуары",4885
3988,273,Аксессуары и сменные кассеты для бритья,1111
3989,718,Бритвы,1111
3990,2878,Косметика для бритья,1111
3991,6249,Средства по уходу за кожей тела и лица для мужчин,1111
3992,3780,Наборы носков,4324
3993,4325,"Одежда и обувь для мужчин, общее",4324
3994,4881,"Подарки для мальчиков, общее",4880
3995,6020,Скейтборды и роллерсерфы,4880
3996,6146,Спортивные игровые мячи,4880
3997,625,Бизнес-подарки,6487
3998,6043,Скретч-карты путешествий,6487
3999,6486,Сувенирные подарочные наборы,6487
4000,6491,"Сувениры, общее",6487
4001,7882,Элитные подарки,6487
4002,2930,"Кошельки, портмоне",6524
4003,6525,"Сумки, часы и аксессуары, общее",6524
4004,1991,Зимние виды спорта,6799
4005,4326,Одежда и обувь для спорта,6799
4006,4669,Перчатки атлетические,6799
4007,5081,Пояса атлетические,6799
4008,5412,Ракетки для настольного тенниса,6799
4009,6155,Спортивные стенки и турники для дома,6799
4010,6160,Спортивные утяжелители,6799
4011,6162,Спортивные фляги,6799
4012,6801,"Товары для спорта, общее",6799
4013,7000,Тяги для тренировки шеи,6799
4014,7668,Шейкеры для спортивного питания,6799
4015,1992,"Зимние виды спорта, общее",1991
4016,7356,Фигурное катание,1991
4017,7357,"Фигурное катание, общее",7356
4018,569,Баскетбол,7519
4019,1110,Все для бани,7519
4020,3266,Лыжный спорт и сноубординг,7519
4021,3713,Музыкальные инструменты,7519
4022,6785,Товары для охоты,7519
4023,6797,Товары для рыбалки,7519
4024,6805,Товары для туризма и путешествий,7519
4025,7475,Футбол,7519
4026,7520,"Хобби и отдых, общее",7519
4027,7525,Хоккей,7519
4028,7553,Художественная литература,7519
4029,570,"Баскетбол, общее",569
4030,704,"Ботинки лыжные, сноубордические",3266
4031,1332,Горные и беговые лыжи,3266
4032,1939,Защита лыжная и сноубордическая,3266
4033,2966,"Крепления для лыж, сноуборда",3266
4034,3264,Лыжные палки,3266
4035,3265,"Лыжные смазки, щетки и парафины",3266
4036,3267,"Лыжный спорт и сноубординг, общее",3266
4037,3340,"Маски лыжные, сноубордические",3266
4038,6070,Сноуборды,3266
4039,7613,"Чехлы для лыж, сноубордов",3266
4040,7716,"Шлемы лыжные, сноубордические",3266
4041,221,Аксессуары для дрессировки собак,6785
4042,239,Аксессуары для охотничьего оружия,6785
4043,3342,"Маскировка для охоты, засидки",6785
4044,4655,"Переноски, подвесы для дичи",6785
4045,5151,Приманки для охоты,6785
4046,6510,Сумки для охоты,6785
4047,6786,"Товары для охоты, общее",6785
4048,7440,"Фотоловушки, камеры для охоты",6785
4049,7618,Чехлы и кейсы оружейные,6785
4050,2278,Капканы,239
4051,2419,Клинки для ножей,239
4052,2995,Кронштейны для оружия,239
4053,3345,Масла и смазки для оружия,239
4054,4524,"Охотничье оружие, общее",239
4055,6111,Сошки и упоры для оружия,239
4056,6225,Средства для чистки оружия,239
4057,484,Ароматизированные приманки для охоты,5151
4058,3316,Манки для охоты,5151
4059,7633,Чучела для охоты,5151
4060,953,Вершинки и комели к удилищам,6797
4061,2851,Корма и прикормки для рыбы,6797
4062,3173,Ледобуры,6797
4063,4673,Перчатки для рыбалки,6797
4064,4930,Подставки для удилищ,6797
4065,5736,Рыболовные инструменты,6797
4066,5737,Рыболовные катушки,6797
4067,5739,Рыболовные санки,6797
4068,5740,Рыболовные снасти,6797
4069,5742,Рыболовные сумки и коробки,6797
4070,5756,Садки рыболовные,6797
4071,6798,"Товары для рыбалки, общее",6797
